RamanShift,BSA 1_0__X_10445.8__Y_6664.27__Time_0.txt,BSA 1_1__X_10565.8__Y_6664.27__Time_62.txt,BSA 1_2__X_10685.8__Y_6664.27__Time_125.txt,BSA 1_3__X_10805.8__Y_6664.27__Time_187.txt,BSA 1_4__X_10925.8__Y_6664.27__Time_249.txt
426.138702,5741.835938,5643.243652,5323.992188,5464.838379,5793.47998
427.203705,5745.260742,5714.738281,5310.90332,5404.818359,5747.608887
428.268494,5783.911621,5781.562988,5372.955566,5527.944824,5955.338867
429.333069,5693.394531,5728.625977,5364.568359,5456.169922,5742.718262
430.397461,5696.811523,5795.477539,5400.812012,5553.510254,5919.985352
431.46167,5822.410645,5834.158691,5394.775879,5688.480957,5883.500977
432.525665,5823.501953,5844.652832,5426.338379,5463.939453,5856.40332
433.589447,5786.985352,5796.387695,5244.014648,5483.768066,5918.614746
434.653046,5769.262695,5637.608887,5440.12793,5545.920898,5766.911621
435.716431,5857.345703,5563.42041,5485.824219,5502.28418,5838.534668
436.779633,5482.148438,5712.629395,5291.649414,5409.241699,5660.888672
437.842621,5631.370117,5626.665527,5212.663574,5485.52832,5720.756836
438.905426,5585.371094,5538.316406,5157.174805,5380.683594,5587.723633
439.968018,5574.651855,5440.520996,5056.955078,5141.668945,5657.012695
441.030426,5408.589844,5194.411621,5067.316895,5239.130371,5566.281738
442.092621,5510.827637,5317.79541,4924.669434,5143.595703,5597.927246
443.154602,5328.209473,5318.791504,4925.591797,5015.0625,5441.225098
444.216431,5232.655762,5300.94873,4947.708984,5074.875488,5472.858398
445.278015,5214.792969,5294.875488,5073.470703,5099.379395,5598.718262
446.339417,5288.799805,5279.376465,4796.435059,5010.813965,5651.594727
447.400635,5318.06543,5153.127441,4931.639648,5044.739746,5499.496582
448.461639,5250.716797,5213.009766,5078.678223,4970.270508,5599.507813
449.52243,5393.128418,5124.415039,4822.701172,4990.058105,5477.985352
450.583038,5243.253418,5299.834961,4842.464844,5139.52002,5455.435059
451.643463,5399.864258,5248.951172,4819.791504,5003.716797,5503.617188
452.703674,5212.198242,5207.481445,4775.882813,5106.067383,5448.044434
453.763672,5220.250488,5276.864258,4904.157715,4963.130371,5335.836914
454.823486,5233.024414,5048.995605,4848.45166,5129.213379,5400.538086
455.883118,5222.205078,5144.332031,4908.353516,4934.311035,5531.336914
456.942535,5345.914063,5227.902832,4751.137207,5065.047363,5513.490234
458.00177,5368.160645,5169.864258,4792.157715,5106.126465,5403.570801
459.060791,5258.192871,5111.804199,4920.554199,5045.692871,5409.304199
460.119598,5240.28418,5270.984375,4791.589355,4997.044434,5381.977539
461.178223,5203.473145,5075.925293,4896.413574,4903.499512,5359.364746
462.236664,5091.049316,5187.90918,4880.79248,4892.60498,5379.266602
463.294891,5094.364746,5089.63916,4791.916504,4884.068359,5399.175781
464.352905,5147.310547,5090.59082,4849.532227,4906.251953,5324.55957
465.410736,5188.45752,5103.361816,4786.617676,4881.168457,5261.733887
466.468384,5248.532715,5049.939941,4560.549316,4936.458008,5366.743164
467.525818,5204.585938,5050.884277,4629.977051,4965.756836,5263.702148
468.583069,5073.114258,4971.415527,4756.192383,4796.398926,5224.47998
469.640106,5107.180176,5043.311035,4740.522949,5005.462402,5322.443848
470.69696,5110.500977,4970.908691,4679.894043,4826.584473,5330.536621
471.753601,5106.723633,5118.555664,4680.769043,4763.59375,5222.678223
472.810059,5188.151367,5048.506836,4889.927734,4986.96875,5207.086426
473.866302,5061.287109,4997.370117,4590.194336,4881.372559,5253.038574
474.922363,5246.916992,5104.852539,4593.42041,4820.723633,5232.710449
475.97821,5112.911133,5048.970215,4636.905762,4812.151855,5295.26123
477.033875,5102.023438,4962.274414,4696.988281,4817.788086,5189.662598
478.089355,5062.702637,4989.261719,4714.449219,4892.129883,5245.121094
479.144623,5193.97168,5039.953613,4641.875488,4684.526855,5137.103516
480.199677,5048.004883,5055.114746,4728.061035,4789.680176,5187.83252
481.254547,5172.208984,5060.800293,4726.574219,4823.760254,5224.357422
482.309235,5185.029297,5116.274902,4746.423828,4789.098633,5317.796387
483.363708,5048.463379,5036.606934,4695.14209,4721.226074,5311.675781
484.417999,5205.94043,5070.751953,4714.992676,4871.526855,5315.039551
485.472076,5221.145508,5090.67627,4751.456055,4784.666504,5176.074219
486.52597,5160.432617,5022.821289,4693.027832,5077.391113,5279.063477
487.579651,5092.577637,4897.987305,4881.375977,4926.463867,5175.634766
488.633148,5122.010742,5062.67334,4763.612305,4941.624512,5065.046387
489.686432,5227.42041,5229.794434,4671.917969,4859.459473,5360.361328
490.739532,5140.543945,5021.824707,4872.238281,4865.115234,5264.012207
491.79245,5302.992188,4944.393066,4756.78125,4965.766602,5153.37793
492.845154,5092.58252,5161.46582,4819.42627,4921.562988,5220.847168
493.897675,5005.631836,5086.40625,4654.025879,4908.227539,5259.833496
494.949982,5256.0625,5001.813477,4823.601563,4814.097168,5218.043945
496.002106,5188.12207,5093.058105,4855.397949,4964.72168,5340.224609
497.054016,5357.860352,5003.680664,4692.287598,4901.467773,5319.827637
498.105743,5304.177734,5168.661133,4802.527832,4923.779785,5408.787598
499.157288,5186.270996,5076.88623,4865.25,4908.052734,5243.341309
500.208618,5325.18457,5184.860352,4742.482422,5025.508789,5341.833008
501.259735,5326.177734,5150.14502,4664.865723,5100.189941,5371.375488
502.310699,5274.827637,5193.932617,4941.730469,4875.111328,5317.654297
503.36142,5190.14209,5216.318848,4935.513184,5111.611328,5489.984863
504.411987,5374.381348,5343.439453,4834.087402,4922.152832,5543.37207
505.462341,5215.883789,5230.16748,4777.854492,5096.854004,5237.309082
506.512482,5385.910156,5300.192871,4864.462891,5097.804688,5469.246582
507.562439,5274.984863,5155.910645,4991.588379,5074.94043,5515.514648
508.612213,5278.350586,5171.163574,4890.096191,4916.297363,5509.397461
509.661774,5234.069336,5150.686523,4810.007324,4929.125977,5350.805664
510.711151,5401.842285,5144.498047,4801.372559,5080.162109,5358.95166
511.760345,5288.452637,5250.320801,4940.49707,4995.312012,5348.03418
512.809326,5351.414551,5096.358398,4853.220703,4977.17334,5401.472656
513.858093,5376.253418,5259.430176,4908.960449,5047.241211,5443.009766
514.906677,5296.179199,5043.412598,4857.414551,4909.875488,5436.870605
515.955078,5347.251953,5192.224609,4803.463867,5010.961914,5404.493164
517.003296,5116.856934,5238.516602,4906.93457,5011.895508,5395.958008
518.051331,5260.96582,5215.633301,4862.516113,5046.232422,5401.735352
519.099121,5259.55957,5145.013672,4808.535645,4935.013184,5502.969238
520.146729,5112.557129,5064.820801,4799.884277,5055.273438,5298.728516
521.194153,5366.558594,5397.593262,4872.395996,4979.822754,5383.269531
522.241394,5255.336426,5047.605957,4861.365234,4901.956055,5434.414063
523.288391,5280.196777,5077.204102,4840.777344,4914.80957,5273.032227
524.335266,5123.532715,5195.19043,4774.79834,4965.885742,5395.83252
525.381897,5117.319824,5081.484375,4694.459961,4933.36377,5368.168945
526.428345,5151.725586,5149.335938,4781.355469,4972.51416,5266.42041
527.474609,5133.564941,5097.716309,4681.868652,4830.044434,5480.104492
528.52063,5160.814941,5007.831055,4720.986328,4862.018555,5256.430176
529.566528,5137.867676,5049.407227,4769.681641,4865.314453,5302.833984
530.612183,5045.564941,5009.695801,4713.179199,4825.568848,5260.77832
531.657654,5175.65625,4962.793945,4800.158203,4773.849121,5194.790039
532.702942,5045.05127,4932.620117,4700.581055,4829.757324,5119.208008
533.747986,5203.901367,4909.611816,4763.663574,4938.323242,5124.945801
534.792908,5082.824707,5073.252441,4759.763672,4676.007324,5063.680176
535.837585,5093.344238,4870.75,4643.368652,4779.797363,5016.75293
536.88208,4979.383301,4974.595215,4716.050293,4886.02002,5278.625
537.926392,5011.436523,4867.773926,4709.744629,4915.661621,5274.818359
538.97052,5268.615234,4804.019043,4729.779785,4669.90918,5278.194336
540.014404,5077.973633,4946.233887,4706.706543,4764.193359,5248.038086
541.058167,5038.190918,4894.448242,4479.989258,4812.993652,5277.762695
542.101685,4919.319824,4794.719727,4686.892578,4713.25,5238.009766
543.14502,4996.92627,4996.92627,4584.709961,4680.574219,5222.20752
544.188171,5103.326172,4882.796875,4501.665527,4827.665039,5251.943359
545.231079,5017.964844,5008.375,4588.8125,4761.432617,5233.739746
546.273865,5035.683594,4918.18457,4608.849609,4843.848145,5371.395996
547.316406,4952.67627,4873.529297,4552.14502,4849.54541,5286.052734
548.358765,5035.157227,5015.966797,4512.210938,4648.944824,5068.741211
549.40094,4947.319824,4760.175781,4561.035645,4803.363281,5151.258789
550.442932,4845.05127,4777.858887,4576.281738,4830.652832,5140.217773
551.484741,4848.352051,4901.155762,4452.323242,4701.941406,5258.781738
552.526306,5024.498535,4782.035645,4580.383789,4623.594727,5113.321289
553.567688,5006.223633,4617.250977,4485.192383,4643.662598,5083.057617
554.608887,5021.562988,4843.851074,4476.419434,4656.533203,5206.479492
555.649902,5005.682129,4842.349121,4527.692383,4628.574707,5082.544922
556.690735,4896.101563,4660.666016,4523.729004,4687.092285,5006.612305
557.731384,4901.816895,4695.171875,4567.820801,4514.958008,5144.504883
558.77179,4760.933105,4811.402344,4496.570313,4688.833984,4974.82666
559.812012,5011.806641,4747.39502,4425.292969,4576.729004,5100.745117
560.852051,4952.632813,4798.764648,4483.815918,4594.408691,5200.264648
561.891907,4992.026855,4787.632813,4537.550293,4631.331543,5032.905762
562.93158,5079.537109,4855.864258,4461.430664,4499.911621,5199.791016
563.971069,4883.226563,4823.088379,4618.618652,4625.834961,5114.157715
565.010315,4799.924316,4792.706543,4405.344238,4609.852051,5129.542969
566.049377,4858.569824,4851.350586,4463.916016,4663.649414,4990.922852
567.088318,4823.368652,4683.77002,4563.426758,4532.137207,5112.193359
568.126953,4925.371582,4759.266602,4532.978516,4602.791016,5170.917969
569.165466,4907.023438,4719.217773,4418.247559,4656.616211,4969.625488
570.203796,4804.381348,4804.381348,4296.248535,4635.806641,5090.958496
571.241882,4870.306641,4802.864258,4410.25293,4593.311035,5077.451172
572.279846,4786.89209,4835.074219,4541.163086,4550.799805,5042.256836
573.317566,4645.616699,4725.131836,4361.289551,4643.207031,5031.14502
574.355103,4844.098633,4730.828613,4405.478516,4728.418457,5022.438477
575.392456,4779.915527,4746.168945,4362.908203,4584.668945,5071.57959
576.429565,4920.633789,4715.708008,4508.371094,4609.628906,4939.920898
577.466553,4851.618164,4868.497559,4383.817871,4629.774414,5049.348145
578.503296,4881.459473,4729.516602,4389.45459,4502.808594,4936.930664
579.539917,4689.385742,4851.005859,4402.330078,4506.056152,5121.17627
580.576294,4709.557129,4588.922852,4487.590332,4564.796387,5023.206055
581.612488,4874.523438,4645.275879,4401.549805,4664.581055,4956.569824
582.648438,4943.007813,4730.612793,4351.681152,4590.625,5092.649414
583.684265,4910.12793,4639.756836,4540.781738,4712.177734,4992.20459
584.71991,4809.630371,4807.21582,4406.413574,4565.768555,5080.05127
585.75531,4767.053711,4672.871582,4421.719727,4578.689941,5076.163574
586.790527,4734.12207,4876.628906,4514.32373,4562.630859,5084.350586
587.825562,4788.147461,4594.882324,4302.568359,4575.555664,5102.203613
588.860413,4854.274414,4803.532715,4610.231445,4530.495117,5141.80957
589.895081,4823.756836,4693.254395,4545.834961,4744.005371,4927.675293
590.929565,4829.484863,4669.952637,4406.481934,4527.340332,5085.704102
591.963806,4724.005371,4779.610352,4414.551758,4622.46582,5006.865234
592.997925,4867.545898,4705.536133,4560.453125,4574.961426,5019.883301
594.031799,4844.262695,4711.245117,4389.583984,4713.663574,5105.461426
595.065491,4801.619141,4782.267578,4446.033203,4625.035645,5116.083008
596.098999,4710.571777,4783.153809,4512.180664,4625.892578,5071.062012
597.132324,4863.894531,4694.505371,4500.91748,4643.688477,5026.024414
598.165405,4784.925781,4763.143066,4400.098633,4625.186035,5072.940918
599.198364,4960.105469,4776.128906,4492.901855,4473.536133,5001.258301
600.231079,4900.494629,4823.016113,4447.731445,4496.155273,5152.29834
601.263672,4823.909668,4976.473145,4443.711914,4668.924316,5126.614746
602.296021,4931.374512,4887.777344,4468.755371,4677.055176,5074.277832
603.328186,4869.301758,4871.724609,4447.780273,4518.033691,5196.344727
604.360168,4945.315918,4751.477051,4482.525391,4724.824219,5117.348145
605.391907,4943.808105,4732.969238,4410.652344,4691.770996,5270.97168
606.423523,4869.583008,4862.311035,4440.555664,4758.083984,4964.114258
607.454895,4909.273438,4909.273438,4557.745605,4628.050781,5137.160645
608.486145,4900.48291,4832.589355,4478.571289,4706.500488,5184.182617
609.517151,4957.17041,4884.413574,4525.479492,4867.437012,5124.51123
610.547974,4989.621582,4912,4662.154785,4727.648438,5302.53418
611.578613,4932.317871,4840.125,4515.023926,4769.767578,5073.033203
612.60907,4867.712891,4935.657227,4595.936523,4734.251465,5297.217285
613.639343,5145.294434,5009.381348,4655.035156,4837.0625,5387.99707
614.669373,4993.31543,4840.384766,4748.140625,4784.552734,5240.917969
615.69928,4853.419922,5011.234863,4537.789551,4729.595703,5258.882813
616.728943,5034.01709,4941.73877,4652.762695,4849.460938,5330.278809
617.758484,5100.526367,5032.519531,4656.051758,4867.359375,5248.68457
618.787781,5225.362793,4863.401367,4661.771484,4982.435547,5341.967773
619.816895,5116.991699,5078.116211,4706.368652,4837.57373,5488.73877
620.845825,5181.12207,5125.228516,4748.552246,4894.362305,5484.893555
621.874512,5228.262207,5097.008789,4788.319824,5011.937012,5505.352539
622.903076,5343.48877,5107.675293,4794.067383,4862.137207,5469.904785
623.931458,5305.572754,5232.626953,4850.878906,5038.105469,5570.60791
624.959595,5219.002441,5194.683105,4876.095215,4951.486328,5620.277344
625.987549,5307.53418,5278.345215,4991.320313,5030.23877,5475.371094
627.015381,5289.052734,5310.948242,5048.19873,4960.615723,5588.294922
628.042969,5387.362793,5360.596191,4810.666504,5090.498047,5484.695313
629.070374,5405.394531,5244.766113,4813.989746,5329.948242,5539.251953
630.097595,5323.630371,5260.34082,4895.208496,5192.182617,5696.06543
631.124573,5249.139648,5417.131348,5008.107422,5173.664551,5565.645996
632.151428,5515.537109,5293.941406,4982.246582,5111.307617,5632.422363
633.178101,5472.71582,5333.888672,5078.154297,5170.705566,5652.947754
634.204529,5342.182129,5359.233887,4886.646973,5244.741211,5597.963379
635.230774,5433.317871,5374.842773,5004.5,5199.41748,5771.986816
636.256897,5375.835938,5390.457031,5020.045898,5246.679199,5743.810059
637.282776,5367.079102,5396.327637,5052.65918,5279.333984,5591.316895
638.308472,5421.702148,5270.557617,4885.382813,5187.671875,5582.598145
639.333984,5337.364258,5354.432129,4842.396484,5139.864746,5661.653809
640.359314,5421.266113,5343.227539,4972.54248,5126.181641,5548.07959
641.384399,5290.552246,5283.234863,4834.428223,5178.350586,5639.353027
642.409363,5330.562988,5293.96875,4859.716797,5076.842773,5515.973633
643.434082,5307.146484,5233.944336,4887.45459,5133.901367,5516.992188
644.458679,5225.148438,5315.447754,4820.022461,5112.884766,5491.165039
645.483032,5199.262207,5318.869629,4764.77002,5152.883789,5394.540039
646.507202,5231.960449,5119.655273,4741.235352,4963.404297,5556.668945
647.53125,5064.437012,5101.064941,4815.366211,4878.85498,5533.275879
648.555054,5116.660645,4989.659668,4733.216309,4979.890625,5373.104004
649.578674,5068.749023,4873.327637,4975.923828,4856.228027,5288.598633
650.602051,5118.548828,5050.138672,4695.871582,4923.091309,5228.494141
651.625305,5068.17627,5021.746582,4738.280273,4870.23877,5402.959473
652.648376,4990.899414,5012.896484,4563.177734,4709.825195,5291.526367
653.671204,5008.932129,4911.148926,4564.019531,4818.255371,5358.506348
654.693909,4877.824707,4965.845703,4625.987305,4880.269531,5273.918945
655.71637,5020.562012,4873.833496,4783.351074,4829.814941,5421.620117
656.738708,4957.894043,4999.474609,4772.003418,4730.422852,5219.60791
657.760803,4961.254883,4978.379395,4736.187988,4790.008301,5291.515625
658.782715,5165.256348,4947.48877,4646.528809,4832.487793,5175.043945
659.804443,4994.899414,5016.924805,4576.414063,4936.164551,5359.543945
660.825989,5086.38623,4988.477051,4587.048828,4839.165527,5333.606934
661.847351,5062.842285,4996.741211,4822.92041,4925.744141,5324.797852
662.868469,5076.018555,5169.066895,4725.864258,4916.857422,5357.611816
663.889465,5076.95459,5032.871094,4787.962402,4920.212891,5441.868164
664.910278,5175.871582,5058.293945,4605.129395,4948.064941,5415.92627
665.930847,5120.476074,4961.226563,4806.877441,5027.376465,5495.324219
666.951294,5177.779785,5099.365723,4822.46582,5028.303223,5471.83252
667.971497,5210.595703,5031.680664,4852.765625,5078.247559,5627.24707
668.991516,5316.963379,5081.634766,4988.483398,5076.731934,5544.938477
670.011414,5305.684082,5170.835449,4979.595703,5195.353516,5653.839355
671.031067,5407.204102,5218.380859,5009.939941,5237.999023,5613.192383
672.050537,5339.524414,5253.680176,5062.369629,5226.700195,5830.063965
673.069824,5411.649414,5443.540527,5112.365234,5193.319336,5703.574219
674.088928,5483.800781,5461.718262,5010.255371,5444.542969,5756.150879
675.107788,5619.783691,5543.708008,5153.513672,5703.22168,5818.562012
676.126526,5635.545898,5655.182129,5193.734863,5483.366699,5873.632813
677.145081,5850.165039,5626.763672,5420.547363,5587.484375,6051.47168
678.163391,5883.162598,5765.303223,5421.54541,5627.800293,6040.309082
679.18158,5830.216797,5923.540039,5410.264648,5859.6875,6056.15625
680.199524,6153.067871,5951.649902,5733.038086,5838.659668,6239.038574
681.217346,6257.384766,6058.386719,5783.228516,5891.32666,6498.147949
682.234924,6374.025879,6236.421875,5843.266602,6074.245117,6440.370605
683.252319,6350.622559,6227.73877,5994.260254,6198.24707,6655.373535
684.269592,6661.515137,6398.495605,6206.762207,6334.584473,6767.214355
685.286621,6628.320801,6677.492676,6298.87207,6559.480957,6935.643066
686.303467,6904.952148,6742.65625,6388.556152,6649.212891,6991.018066
687.320129,6903.763184,6871.790039,6532.381836,6746.356445,7102.981445
688.336609,7170.706543,7057.549316,6693.479492,6892.733887,7367.500977
689.352905,7324.569824,7186.788086,6901.383301,7034.244141,7452.509766
690.368958,7478.489258,7392.359863,6998.625977,7197.953613,7586.766113
691.384888,7674.307129,7410.949219,7051.600586,7319.881348,7804.755859
692.400635,7756.956543,7759.418457,7203.063965,7574.787598,7803.729492
693.416138,7940.585938,7711.601563,7371.818359,7581.10498,8216.351563
694.431519,7996.224609,7907.569336,7602.200684,7821.376465,8089.805176
695.446655,8088.830078,8076.514648,7711.975586,7958.285645,8214.448242
696.46167,8220.885742,8211.032227,7920.332031,7989.312012,8324.355469
697.47644,8375.166016,8313.566406,7746.844238,8195.293945,8431.838867
698.491089,8588.650391,8177.084961,7950.354492,8448.175781,8736.517578
699.505493,8659.24707,8427.544922,8015.903809,8314.158203,8674.036133
700.519714,8653.442383,8623.858398,8180.091797,8384.717773,8811.226563
701.533752,8741.336914,8627.90918,8149.540039,8664.896484,8978.055664
702.547607,8794.735352,8575.237305,8101.712402,8296.547852,8703.483398
703.561279,8779.084961,8670.548828,8300.540039,8455.943359,8949.289063
704.574768,8674.609375,8546.316406,8262.59082,8511.775391,9057.022461
705.588074,8745.297852,8624.383789,8165.40332,8735.426758,8705.81543
706.601196,8618.564453,8591.415039,8186.648926,8482.819336,8806.138672
707.614136,8634.958984,8531.280273,8153.593262,8407.853516,8709.015625
708.626892,8406.928711,8337.796875,8031.641602,8374.832031,8685.925781
709.639404,8423.290039,8480.087891,7887.419922,8205.978516,8497.374023
